,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,t
0,-0.3033501128247479,2.680663136812777,2.0779428080393583,1.1525353693529208,-2.0583897035980674,-2.5193660085333858,0.6751302759633157,-3.206519389728633,-1.603453848893941,3.6882071409777857,0.05370913371630115,1.3580443282859997,0.42011396917115584,1.47328389919665,2.8999762174042076,1.6111939905033685,7.726309646793975,-2.8408947732849157,-1.8397741541270753,1.3438198874130953,1
1,-2.3185450178888756,-1.2709511566465777,-2.501841088427646,-2.646889734634502,-0.8970257716577391,0.314547670265774,-2.2258520692926513,0.298678856281791,2.772277927527567,6.848844694842929,-1.256651105305937,-3.783084051424889,1.615484603114309,-3.610657695701953,-5.662695921987375,0.5686213824219342,-6.718332989351569,0.6700718885784953,-0.015821561716962917,-3.5046503436209835,0
2,5.286148034956723,-0.5923274862442826,1.3212032840859171,6.02543942347085,3.6024164065041755,2.215642290896035,2.35402158684219,-0.17510130341657704,0.29731680400542104,-6.078157327324275,2.5547818011063987,3.561955038670223,-1.2991764609223355,2.401998780408116,9.284112643290689,3.1218895741372084,7.654067472832837,2.2252679399818245,2.1846039014317298,1.190955715226581,0
3,5.245645378530249,-2.4629126911594903,-2.67216355752094,4.4780196617165,0.5546376263538094,-4.120137590463168,-0.5490196534098495,-1.1440421937158267,-0.025950657879650008,3.12544651984762,2.422163956215466,1.3317282214048367,0.9001513500895503,1.1078336814425187,-0.6709083415906731,0.07025263272470172,-3.756255429754928,-1.1485453768946092,1.7956232057226091,0.015665949055971296,1
4,1.3152451359764141,0.13253602083523397,0.08947284657963195,1.181868477911942,-3.716360066953334,-4.557213221182599,1.4880030551137136,1.0646055398312693,1.3046754111593488,2.2949965044063676,1.6074747039797173,1.5325710085472388,1.4106368881538227,3.566238768279061,0.21082038419753094,-1.2517212234901671,-2.688429833107491,1.6878332889731429,1.5005482289299734,1.0252252095602137,1
5,-2.7698243151134685,-1.8385195835300903,-4.445659871240844,3.112277535423113,-1.5814281482661257,0.25461798776666966,-0.6262879795975511,1.8606895201434182,-0.15448394327312343,2.6619096089101624,0.6892963865898587,0.21908515837022247,-0.23000753478387725,-0.09717772569514316,-9.295822891683015,-1.3540028294636384,-6.518471261223653,2.1373544477369903,4.24753030603948,1.503711564289401,1
6,-0.8099710515502434,2.226034373729658,0.25128027798129193,-12.62177663675521,12.240975616052701,-2.807802468497147,4.426378986108663,1.1575036453771306,-5.519549907710271,-10.308493645779846,-1.8408955838692216,-4.290639393079533,-0.016374565347524683,3.2453532877164086,7.690861975661889,0.36696521419886996,2.336232252327971,-0.3980851352766275,-6.193865940806667,-1.0565288678041247,1
7,-2.1897790493133202,-0.6978695904626311,3.613008126668754,-0.6850035245571274,-9.813723369459435,-4.246879741161791,4.084105711281741,0.141212389803685,2.547399603352971,9.372489146766368,0.7425305314306034,-0.3809289966831827,-0.11140359196854033,1.4133558415073817,3.496383184638377,2.086180390316345,11.926852541409572,-1.0256952043656702,2.81503252828905,-3.086573559509019,1
8,-1.565414605679912,-1.1002000070570124,-0.7787721430520409,-5.16163436419913,5.033058867540671,0.28295915810811656,-0.043173063295398606,-0.7359049604198343,-4.51368549946501,-5.222939362946424,-1.29183471409302,-2.1741096628004866,-0.5509530461329439,-1.5081477040802473,-0.26090684415384013,-1.358145654038624,-3.8535237272065594,0.636373307408842,-2.499069650134324,0.5266791008602132,1
9,-1.3110832520967635,2.1750664418284553,0.6996861288305092,-6.261020157813296,-1.1674498927175463,-3.1744638274921284,1.7255466874773289,2.207659027343191,-2.404953575238597,-1.6178764143814532,0.6279491687867034,0.24643102692993257,1.826143043424393,1.3396027109559685,-3.2282894061162164,-2.000631267172838,-3.80733258318267,0.4154779876589245,-0.47223876281367394,1.7504277568200783,1
